,NameYear,Price,CarParams,url
20,"Ford Focus, 2001",215 000 ₽,"127 940 км, 2.0 AT (131 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2001_2055770796
21,"Ford Focus, 2012",519 000 ₽,"121 000 км, 2.0 AMT (150 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2012_2079933071
22,"Ford Focus, 2012",469 990 ₽,"144 443 км, 1.6 AMT (125 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2012_2111613992
23,"Ford Focus, 2015",662 000 ₽,"150 588 км, 1.6 AMT (125 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2015_2071244302
24,"Ford Focus, 2006",239 000 ₽,"283 088 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2052626927
25,"Ford Focus, 2018",900 000 ₽,"32 047 км, 1.6 AMT (105 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2018_2103748174
26,"Ford Focus, 2009",419 000 ₽,"116 000 км, 2.0 AT (145 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2009_2104350253
27,"Ford Focus, 2012",447 000 ₽,"183 602 км, 1.6 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2012_2111599291
28,"Ford Focus, 2017",1 045 000 ₽,"16 165 км, 1.6 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2017_2103008061
29,"Ford Focus, 2014",600 000 ₽,"56 458 км, 1.6 AMT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2014_2084389990
30,"Ford Focus, 2008",339 000 ₽,"124 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2008_2072978476
31,"Ford Focus, 2005",330 000 ₽,"188 000 км, 2.0 MT (145 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2005_2103661837
32,"Ford Focus, 2010",469 000 ₽,"156 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2010_2082365782
33,"Ford Focus, 2018",230 000 ₽,"Битый, 124 000 км, 1.6 AMT (105 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2018_2062125580
34,"Ford Focus, 2004",210 000 ₽,"169 000 км, 1.6 MT (100 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2004_2109690578
35,"Ford Focus, 2013",490 000 ₽,"195 000 км, 1.6 AMT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2013_2097051073
36,"Ford Focus, 2019",1 174 000 ₽,"9 174 км, 1.6 AMT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2019_2111736607
37,"Ford Focus, 2004",229 000 ₽,"140 000 км, 1.8 MT (115 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2004_2111264061
38,"Ford Focus, 2004",174 899 ₽,"136 000 км, 1.6 MT (98 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2004_2092127028
39,"Ford Focus, 2008",360 000 ₽,"155 136 км, 1.6 MT (100 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2008_2086263427
40,"Ford Focus, 2010",375 000 ₽,"179 356 км, 1.6 AT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2010_2109284158
41,"Ford Focus, 2006",270 000 ₽,"152 180 км, 1.6 MT (115 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2076880690
42,"Ford Focus, 2012",590 000 ₽,"136 000 км, 2.0 MT (150 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2012_2111647690
43,"Ford Focus, 2013",615 000 ₽,"100 000 км, 2.0 AMT (150 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2013_2092183734
44,"Ford Focus, 2012",495 000 ₽,"110 000 км, 2.0 AMT (150 л.с.), хетчбэк, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2012_1934980696
45,"Ford Focus, 2010",380 000 ₽,"107 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2010_1903344682
46,"Ford Focus, 2008",340 000 ₽,"167 000 км, 1.8 MT (125 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2008_2031178579
47,"Ford Focus, 2007",250 000 ₽,"199 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2007_2053586859
48,"Ford Focus, 2014",545 000 ₽,"121 000 км, 1.6 AMT (125 л.с.), универсал, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2014_2063294863
49,"Ford Focus, 2008",315 000 ₽,"190 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2008_2098412897
50,"Ford Focus, 2006",220 000 ₽,"213 000 км, 1.6 MT (100 л.с.), седан, передний, бензин",https://www.avito.ru/moskva/avtomobili/ford_focus_2006_2122855683
